ESTIMATED_CO2_TOTAL_TONNES,OAG_SCHEDULE_FINGERPRINT,DEPCTRY,ARRCTRY,ELPTIM,STOPS,DISTANCE
28.631,e4fa421235e8e572c94dc0aaa442770a5beebba64b9f768deaf394c7d942391b,KZ,RU,440,0,1941
1.747,8734a6aa1534eed8ea1a4b89252f60adf11dfd72a6df2ade362cb2c2c7a67570,IT,IT,105,0,187
1.031,9d96c92ab26dcdec1a1e824c8aea02a2b2fb27142a51ed9185934bc8cb517981,DK,DK,40,0,91
1.92,def4cccaffc844fe00f11197a00b1426d6ac8fc9a89fe052934a37af6c6af81a,DK,DK,110,0,236
17.607,9fb960bce60da2738471e2ec061351fdc9c39af9d4755cf17e84f96840ccdf31,NO,CH,230,0,985
17.441,35f2469d950a6ec0407d41d61435886146052ab12e2da193acb838323de0a77a,CH,NO,235,0,985
15.883,b4627666fe6acb6ffc9b201174bcf879f05bae70c17fbb0d4aca6ccf64129fe1,NO,AT,215,0,860
14.912,7a2144f1bc33a2699d628e12d8490bd6e1ff52339e0e32aa4b3b58e27ca74179,AT,NO,215,0,860
34.63,d085e1aa65c2e0d645f8362ac01c49b6e14ae34bdaaaff0bb38c0cdd53fd7dd2,MA,NO,500,0,2161
40.811,ce60d37e9167589b6f3bbd5ddc1ccd31cce53bf3b2032ec14ac70c17620561b1,NO,ES,535,0,2450
40.545,789e0f9c64af15a787435dd0deecfa562b3bbdd9293c6eafcc8b72e41cf9f106,NO,ES,520,0,2379
30.801,5690a147708c726910469e3ef3ce186dd544aa4eff5ae9dc796e195218465f0c,NO,PT,410,0,1808
40.739,40f41c6fe15df0260c860d14c75b084d2a539742a32ef12c688fe4f53da72751,ES,NO,540,0,2551
27.104,924ae033b16dfa638f853b91ae691d1ef8f15575706313f9c595f88b080f660d,NO,ES,340,0,1542
27.771,d07d66f1502443f944d17d81a8ba9597a816ac63fe0e6dd772e103506491bef5,ES,NO,345,0,1542
32.83,a275329a19bb4a176f23a6374d6cfbf2bbe1d0db2d94c5d7f1ebb981dbe94a6e,NO,CY,430,0,2018
33.956,fda61cb89d831c2836a8e98fc4ee09b7decf2893b47e896f25fbc122e7049d20,CY,NO,445,0,2018
10.549,12ec976d69690ee59e9331785f26d31b1582195a1385a04ec4b428b31a72b83e,NO,LV,130,0,515
10.489,2937085d86cb7f0d630197dbf8b5bd6c4f9c317326b45335a51f3c399ff7d22f,LV,NO,135,0,515
7.752,9989e34a8cbaa9081044c6612a104f111fa8f7bfcba68086e0760be33a6ba8c6,DK,NO,115,0,321
1.405,5536f4005af95717881d576a0852637e544a5500ce5eed2f6582caa4677f3dd6,IL,CY,100,0,164
1.524,f3e6a14585b32bed1ee947ca2b7e134c6dec67194f7b223fa40fa0518a0f7dac,CY,IL,200,0,164
,27f555e14a372e9e780a60fe0957471847463af7a6cfb4179f89a53888b79d61,MO,HK,10,0,23
0.068,00e8319ca15e7ca34d13d82c134a26e32f646e6e727f8d14838b79fbeec5068d,BR,BR,30,0,51
49.914,53585dc807ee0689db882d16562f0822fad99077a39f8b380990203bd7ab679f,IE,US,805,0,3395
146.572,6bb8bc410b237c321b9659f90c97cc34e2944ec0458cf6ae4966a55f1cb58c73,IE,US,835,0,3663
1.569,bebd1b92706786272c2c304501e162b9200e69a2ca8e9af7a5827a46bd17e620,IE,GB,105,0,141
2.105,7a3bb333779680637ee4b1aaac6dccd1a378e41b50bedb435dfb5f6bb7d416e5,IE,GB,120,0,206
1.738,1d25aab521355652f2e8c367284705915ec51462bd66b785c8dd5e5d9ec1a6ab,IE,GB,115,0,165
1.523,d59f4f15fe9989c76fe512591cbb134328b754b929a7c6d88e56cc1ce16a58fa,IE,IE,100,0,140
1.739,b89701c7ac5df9d3795661f8a4ed0010b9c151909e11f2ffcd22ca231c9e6af9,GB,GB,105,0,170
1.545,08cd3cf8709b07898e8b86b4c55192b65cea546ef28a1625219b7b043af0f78d,GB,GB,110,0,170
2.028,f567c4a95ab8bd1cf52d2720eb8524fabddc1c5b95034dcd8e0281b9c7f0cd32,GB,GB,110,0,178
2.079,be586975a41d80671ee66fec61c975e989feef8933b68e38be017b5fc7f310d4,GB,GB,115,0,223
20.473,99666c21df68cee29106bba8e6559048787d127d3ca302bb7f7cdaf855cd1d7a,IT,IE,320,0,1172
18.035,d89db093ccec93110882cfab6a76f09ae953af65eec443a17fd8fa7096afbc7d,IE,IT,230,0,946
17.656,fffce7315e99406ee5a8195e15d7572abf2e3579a808d52ee5d4bd11c075e2cf,IT,IE,250,0,946
28.937,d8854ed7f49650554474fd222c8575b2a8b96b52bbc396250b04ef30a344d083,MT,IE,405,0,1573
15.01,26ff8b74f8937b0f43179b8d2fcfde3c647c4cbdbd423590ea46b20b1a125f3d,IE,PT,300,0,1137
11.108,9ac0686e6e81ea0b48b83511dbb463bb092adee40cfbb42291204713b2fc85aa,US,US,240,0,945
12.627,ecf1b49124c37f4c37660c4dcd7e818350240491eebf3d9de5efbe9e83c87a78,US,US,218,0,819
24.686,1981f3ee77712790efa3e48e23a73b2c0afc44b10a1fff30d5d48ed06428062f,US,US,334,0,1239
13.858,c2f6e466a909dc764d3f7c976f86225ea759e07c933f90390d42e63d6cc7f5fd,US,US,324,0,1122
13.858,6dc5b069eec6cb1ea0190de91f8ebdba92f6b3e20e2464dfda3a689f7ae3d6c3,US,US,325,0,1122
10.25,fa8b1f7d39dce1cb58ac8c9a3ea67aa23f02fc661b0e445b118d520b42632179,FR,IE,150,0,488
24.39,83ef05396fed43d5f130c0e7c2936a4b6137187354f4293c5ca3ff6fa44ebc1e,US,US,310,0,1071
30.301,83fc1e04a5648f971b1df2652142ff20b54efc681fec6b58cd2452c47ee99ef6,PR,US,408,0,1602
15.147,682fb95c385a3c2849a63cf8b9d42546c077776b94417d73757f700b4f31acdd,FR,IE,210,0,734
14.392,8e3ddd4d89d47c0882e5d42bb5c86ffabb85b883ced06126012b4b9a61d92909,IE,FR,220,0,734
15.046,e317c2fbde6f638836f907312c0713ea189fba2d95a9e1abeba57bcfcfd136c2,FR,IE,220,0,734
21.552,b11c52c4d528c1055d51f766e2a4761583d7407d3cd20023ffce0bcb6426a9a0,IE,ES,305,0,1160
21.901,16c288b675ba9a8bad78475e912a55ecc182187a382cfeb8c022c0c4fbc57a3c,ES,IE,310,0,1160
18.277,d435c307642463d2a40d6837ea41aaaeb30203b47da4f5411891b287125ca6c2,ES,IE,240,0,902
15.301,94e16a0928f80334c0ca39a46914d0124ca18de0bfa7a922609b1c613d28d4ae,CH,IE,220,0,740
14.171,21e49f46a6aa587374e6149feaaed3d2f7d8fd395d608cb10b6058946f415fdb,IE,CH,215,0,740
15.301,8fea9356faff1457e60aa95593a5a8f55a60fe408d0cc54cf6b7b938d24bb4aa,CH,IE,220,0,740
199.758,ef91837fa68ce08ee135140559b3e03280ce3389360ca5c286d0d7da1fc8164d,IE,US,1110,0,5169
28.249,ed64ada97cefe07eedf9e5791ff996830b9da62c16b1dbfdb837508e6ae0e32e,MA,IE,340,0,1510
6.019,869858571d46af13a4f211cf59ecc52226a7a35d729e677a0deb37ad87fc7c97,GB,IE,125,0,345
17.747,e0dd53da23b2691d7392e4f08459e7e47369a5f79f7dd1db62fd07e61ab84b6d,US,US,250,0,1116
6.522,1683ebb9e5ea5d04522e4ebd6452385eceabf187221bf5ad4fc6732e9a4205fd,US,US,152,0,410
100.398,55f241f1518f19827acd4fd1330b18aad0dd29512a82bd2b86186ee61721e6a0,IE,US,725,0,3264
17.9,24e8d096b6ccc1e3be593d3272f7cb97bca51c00c8b9056a82c73ebb4be53c41,US,US,240,0,926
20.558,af30f95c721c90918220481ca4986ba57abf3930e71aff64ba4a617c3e7b165c,US,US,238,0,863
7.211,db11a776a85a524622d90c1fd82e43061bd1ec1bc8b879a8c2fddce25f0066b4,US,US,150,0,506
77.292,a0b7e7043128706d2f4758c1a928c57f09068b96625f3a60d74918777c3d9eb0,US,US,605,0,2552
45.201,a04f2b76f55fe19e7be250a954dd319ab9c7f814b9ff433e19217b127bf53c88,US,US,524,0,2071
22.877,0fe768f83537123f1801d32c7a37644afa75c7f2fdb457065429fe8cf627efe4,US,US,326,0,1199
2.176,613eba141c7770b34b777f0ce3f47856c60c4e51331fc621d2d19eca1bae8254,US,US,103,0,67
31.003,bde0468d9f357766f4215c792ed240b751845162af099e6290f9cb37a007e064,US,US,432,0,1741
4.46,8c73ce813255c91947c1120627a0d791d52e97893c29c63991fcc7f6cbf36b5d,US,US,125,0,258
3.031,71c9d974a1c9416eddb9836382d7fe9b0abdb4d590dd542c60052e460815c31f,US,US,127,0,267
16.782,7bc9482d478e28c1db8fd1746508bc153eef0077eaa7939d9aa6b6d196adcf2b,US,US,309,0,963
6.677,e34b50186c13af721c36185038eebd622b812ca4946e7e23cfce381c259c1dbf,US,US,115,0,193
5.223,3aa3d8364dcc5ab45cb4a3c2ae2177f5a836a971911dff52d5bfb0af313b0752,US,US,125,0,193
30.069,efdeb363c17fa6d5f7cf7b0b433612779aabe90c9762c6f654ef4a58ab4ef7e0,ES,IE,420,0,1768
15.505,22891a1e1f077a1cb685fac90d681fc6fb917a23da4cbcca7803240fa5ffd15f,FR,IE,210,0,747
7.935,d3157c11af1c3244c0c9e02e1df485796eaa0d9e7440718af55211e11ee61e4c,GB,GB,130,0,312
18.447,3074e7c89083f71babef8157b85e17483c11bc02d9cb8eff0271891d86f30594,DE,IE,245,0,927
39.47,de78e3899de76826c2947793b67567421fa1dc597a46122925d1ea6522d116cb,CA,CA,432,0,2079
146.877,9b1c02136bb691daf35440b3fe98964592902858f40e19080ea939f9ae009e86,US,GB,925,0,4786
138.545,74d6598b8bb36f948fa3249a94e81d9135aa401da601b7c2200ce5d077ed1589,US,GB,900,0,4824
237.817,54241fa5f11ca90e089b78e69c207b6cbb2a5efb9cd874443df1e45475524dad,GB,US,1050,0,4824
219.972,b0101e650057e858645daccb29cf2e554e3860a30bbb55e405f3613b5b711149,US,GB,850,0,4619
243.863,182fbd8becdfd56e33a29596108c62e19ecc4644987f78bdb691cc287d587c04,GB,US,1020,0,4619
263.664,9c733a9f396862856d463dd3556d07c17a0540226fdbd92886681a1aa73f4c21,AE,GB,755,0,3416
65.488,60b4b3512dfb369315b95a477869f47d72b9751ebc6ba4702951f3d3bb393993,CY,MT,250,0,1079
171.36,b56bce1f14d7ae1bd97f81cc9cf9d2f26c05354f26f8eab917a783096cdf1371,ES,AE,705,0,3510
265.3,ce6243f0be3a12c3d60c4fce22064ff69a4d7944983f747cd3965000b61b92f8,AE,GB,810,0,3514
432.447,834b4ce11aa0b103c47d6fd6975098d0e78bddf066c80e43b0a05e507bc1cbce,US,AE,1230,0,6836
221.157,f514f00785373f0e79364cfd13ecda83c54e061178bdadc8a1c8caf4a503d5c0,AE,IT,705,0,2925
13.252,c3f463480c9325bc4f9202bfc0b498b1245eb0d0b156be13efe1efbad455c871,AE,IR,210,0,746
10.849,4a5b6883f182c76cde7fff7f51d7a8c8bfe195968b1ee445e8168bd824dd4b3f,AE,IQ,200,0,596
7.289,74abfbe980d8225703730a48b8639b20164c0b95615a3a71d3a0417bf13bb402,AE,IR,135,0,342
15.86,361f9939dfb7a027282a86380de60244f592c90c65d77341be4900a3c3657fb2,AE,PK,235,0,1039
11.248,601a7e47d21768e05f2b15889f12f5a314fd72ac0176a03b9428697005831fa5,PK,AE,225,0,738
11.202,a6f4f07a43fcafe7a05781f63e37d41580b71ae8c45890f912ba60a1e84388de,AE,PK,200,0,738
21.291,a52f6947eed8f634c65aad82acadb0dc4809da686ad48cd3d7e5a8cfb4fade9a,KZ,AE,400,0,1429
26.104,c17f64dc543306224756100703f1fbeee2eef7fce9eb932d1bcbec31f8150635,AE,SO,330,0,1316
10.671,536c8e0dd8d5897c60bcd6b38ee2e35680df5fc23166f87c429eafe785f414cc,SA,AE,155,0,542
7.67,338a328eb4eb1590b7f00feb238e583128d79de3aa5b1bd72eb3b19e37a24317,AE,SA,135,0,356
361.402,c03303c72bb1763391ac5f2b68e9145ae51fce9380e0f61ddd2a37fa7cc81f6e,AE,US,1440,0,7412
333.325,e71a96a699aff9e154c4eb7881c6d90e70d5322e9251881acc68b266c536fc91,US,AE,1325,0,7233
17.983,b91d2d1567c32d84ce2a546c39b4845fa64cf1dc91c306602431691d43d2b59b,AE,AZ,305,0,1095
25.402,4b1fbab056125e3e913e572efce58880b5bd481ae77fe5c9f9583dfaae8b5165,PK,AE,350,0,1252
39.324,db98c422ddee39e256cbf33e34dff33aef1e424da10adf17b23655aed777760c,AE,HU,610,0,2491
10.671,45378f251ee0a45ecc87a948a6adaa6b071a821108204782231f358e3ad03f41,SA,AE,155,0,542
506.908,418f809462f990ba03f4c9d39adf06a82f4c22985a1a20adff96064111333808,BR,AE,1405,0,7591
24.841,6bcfdd1802c5a37ca538d51e6727678e2a49b5bd238f4e03d8c7acd7ac6beb40,CZ,IS,405,0,1649
22.513,a0817156b40cfbd4dfeacc3c449148098a971fca86b30e197d33d0523d683780,DK,IS,330,0,1332
25.48,f76ac8605fb6b308f62897fd30c35f92bdc29d59db5f150926805bf441672573,DE,IS,350,0,1492
30.255,9b4ae637eeb095f298816af9135897644b74c50ef67bcb15aa41001e41744e36,IS,IT,440,0,2062
26.395,3c7e9101c7266914f3dce62b0bbd20ba4cf825351db5416d4ff4a046ba33e309,IS,ES,410,0,1852
20.249,793d925b50ea608463699cc1ef6b5e3cc9bc60aa778128a8ffbb05aacc9ce4c0,IS,SE,310,0,1331
21.103,9098684b85cfb856aed44b9ea7389110bff1e8ce5ccdd593cfb971b09d908254,BR,BR,325,0,1426
138.464,f5278a9610cf1d7addac0f3b2db1da9813f79b32f8d5dc9bc178cf293d1f98b9,CO,ES,940,0,4991
48.762,4381fb6a06cbb4efc10609d212f47086236b6a0eec96fa8f379c9d48ccf981f1,PA,BR,714,0,3290
46.256,e7e933b954c7422383711d9b0ec099cbdbddce42f6f7a5418060badd7b01a51a,PA,BR,705,0,3160
134.9,d8fbb0676642201a7831eaa2b436ea6d95c1cfeba71700bd1153ebe4be88f85c,BR,PT,730,0,3639
125.912,45e2b410abc8db63a60e7ec888f27dd415ed9872a0bf401ff4ca675ce80f1f64,US,US,1100,0,258
145.71,952866331d9c82f537d768c863035faaf4e67a7861d7c2421a04bdc25fa6510d,US,US,3700,0,786
10.323,92e651652f83b32b7749d22c2e7d2fc2ef31cbb1c6060a097689510b4f209fa5,PT,FR,155,0,640
,cdbdf6987cdcb5eafa0ed77e50c9d63c5080055ece56e7d15e193cb512c60fbb,DE,HU,4200,0,518
274.268,cecfb0fdd6bd8a636d0c7e381087588c98a28f24cfd0be0825b32ab288081813,SG,AU,750,0,3911
91.094,99f3e6ec0d8ea950587ed9daef4298c1d322086e2019223c900387ee36463099,SG,AU,510,0,2431
142.313,41b2e7db5128739b1473c71507e9ace192cf0e08ae0db6b4c9781676cd31a406,SG,AU,755,0,3911
70.134,7268b595fae1bdeb03fb5eb34a473d33e13dfbd85072857d83a7364f57a7c577,AE,IN,315,0,1197
5.033,8000424c3dfe1528f38e7293b2f30c644b88f809083e9c239ee932ca867f4269,AU,AU,55,0,147
1.875,7591b8b010f78b3590930cc0aa697b80a22b3157e9f087a9ef22de9844b2201f,AU,AU,105,0,192
1.365,deac8b6f30750baf7ca0a7772571897d2874aa9b360bc9d96ae2ddd67e259d5b,AU,AU,55,0,147
91.78,72876d9218638f657c9e59119959d58b54a7ddda96281f0d027f03314c666171,AE,IN,350,0,1729
33.018,587ac8f16b44aae01295125439bd6bfe2480b3aa821797c09d39e8bfa89757e7,AU,AU,430,0,1917
13.884,928954e3710ebbf7344ceb544358c8f724779a8e6a77417614ea690a2f0904ae,CA,CA,152,0,566
4.907,7bfd9c6db909f5a2dfc7d9c373305c3caf220e31f3d22d93f6c9771a7cd7d799,CA,US,128,0,254
122.776,dff38ff5f993075321f4eae49fd8a2a7ff1cd2a43a0a3bf339df7fd336438aa5,BD,AE,530,0,2198
5.815,ea5553ddd1a2a26fd1dd3b332385ff8dd16110f73616804d7a17e85ba07cdd32,US,US,148,0,402
23.87,08e71013ebf24ad64b9ee469a349631cb0860d2c57839b305900e488ac61211e,US,US,259,0,1052
13.56,63b606d9af39a5b49f88ce1897297add18d0b88ee79c0d565d0ebf36acb15d8f,MX,US,203,0,729
,f5c2aedd6285c9db8d5ab81269d96b368f4c49d7ed6fdf541f322876578dfbd0,AE,AE,215,0,76
120.182,6d240e2c092476b3fe15e45f186d63d6aae2599ec4a49ea2e97390b703c42c0e,AE,KE,515,0,2212
4.716,79f664b949e18457ffd60368e26b9f19319cde9cfd68f63c27cca0cac23d7df2,BR,BR,100,0,213
7.001,46a51fdb938d07cdacebe6c19adc494b28cf3d549374b714abcaf7fe7e2a1e4f,ID,ID,110,0,188
32.154,8c6e204fcef9b51717100fdaec5e103cc8237d90b1ef4d890303da9e7c9ef920,ID,ID,155,0,611
8.972,91a4c2df22caf1d9d996f18871af1eff1a28f403e752a970112a5c062c8cd8dc,ID,ID,115,0,297
10.941,3e9db9b29aed7f0b9081deef2ecf7ede7e2e3aef6261b1de7b88175baefa5232,ID,ID,135,0,430
12.675,b9b9dfa607ca69a41a4008296519be1fc2fc6e7e547f1f206e37bdf93523d770,NZ,NZ,150,0,636
20.925,eef69541ab3f02b2d3571ccfd2f2bd2d775012756d472741487716d5cc9f49a2,AU,NZ,255,0,1205
6.661,90c506a2137895e34469df85d9dbda8a680f3c5615219789bf83c34a8018c5d6,MY,SG,105,0,184
5.688,0c1b0380190ec4daf2f862be843ae4860ba15a5271fa7e86eed12a3c7648b2ff,SG,MY,105,0,184
63.364,a54b4da5de38de6af5495cdee6342b079af33e03c9d40e90b673579af8d26eb0,AE,SA,250,0,982
153.257,5d88c4e95ab164d7e9d902dcca46366e493fbd3f71af27e3005bec8febffa87b,CH,AE,625,0,3057
37.575,7fd4e2042880a7dc2905563c3d1fd78e4f2f94a6f59e5850b4d362246a3a3dea,AE,KW,200,0,531
,0451c287eeaa95c8b0d13d8e1c30c030cc504effa95b36135513ed46b9291b16,JP,JP,300,0,37
,2cb352d3bc2330aa8c10788b053ae6e6abd0ab05aab37eb6938227d16d7777d3,US,US,3400,0,458
,2b27e6bed6979f9b4aee6d564a5935fa643236b80b232777ae86c278ea884d4d,US,US,4200,0,1014
225.916,709dd1001dbefe810d43aa54c52e0f84d60013a7375b0081efc642843f6b25b8,PR,NL,835,0,4453
5.468,52a161d6f66b0932810281a98775998f32424d6ac9aafa264ed95b76b3792b65,TG,NG,100,0,145
13.534,099ccde3649446b37d8cd0c81c17b09e357dfafa71ce93f1fec41887035f0479,IN,IN,145,0,470
18.675,73a1a6df97f5f0d2ac30223b9c6c6f53b7abab10585746bc0d64562c28ab26b0,IN,IN,215,0,816
11.776,bf40f6d2f11c4fdf619aa591f9f623470e99366a5b3ccce2fa900c0619850e43,SA,SA,225,0,748
,6da0908eb6537899d26a119be01e6f04e3d0fda5a4e924c27f030645856f7915,GB,GB,29,0,36
15.021,2b6ce25094b1d42238abb468bb7df66c49b0f43435d28301a2382c9bd6d646d6,MY,SG,105,0,184
2.32,c59efa9a5602558db9f71f5a4a815b9abb9670cd4ee7c9d1932bb9cdd0f104a3,US,US,116,0,134
11.267,d62d258c949240ad68be0967c70eedf8c3f5ea5b013e4e9e7f462a261529ae0c,KR,JP,120,0,350
9.463,9efe8239975142f3dc46db35d667bac687e76197be14cdd839cb5b34d7419c5c,CY,EG,130,0,353
38.454,84cbd28f5def4ac73421ced3704679552b50a245439e4c441c021647fbfd18d9,NL,EG,430,0,2043
14.207,9563d26173dd4cf5216b877ac5d788da9604321c475adb8cea342e4078843804,EG,GR,205,0,688
2.277,ffe18ade216304d6cd7da19608a69956782bcac8c4bd2e8ac6b9616f2dfa3a06,ET,ET,120,0,295
11.264,d4311e80f9d634e90c4c5d3f2777ac5ce3652ffabc74f4354441f26ea7761dc1,DE,SE,145,0,548
19.889,99656487cfc3539c109582ea116e2e1934e9f4969a66fd4e678c83682f2f96d7,PT,DE,305,0,1165
2.261,450d19282c6fc5c695f32bfbab26f71809a99c5468b09f7c2b738a24f5a2d368,ET,ET,115,0,296
4.286,78576269ffa97a88ef421664e84b5bba92d8aedddaa5aaed2cdf4ad26b480c51,DE,CH,105,0,286
7.726,9e338ed4710241b2962191a25d3feb1903f7ec883b13b1a3188028ba6148c6dd,DE,IT,115,0,304
2.123,39a8b416c732a41dec7dc36eaf64d48f855a931a514386d18c98efa1d2df3eb9,ET,ET,120,0,245
17.073,a39562128c80dbd6104c9aa35cb54b82d0cc2e8998b431751a622aad9969298a,PT,GB,250,0,973
13.489,727ce3d0b8779877ec1470e6e823b28652de427fc71c72ae654c2334e646b608,IN,IN,235,0,1035
5.465,3f5ea0b21b43248934e0f8b999593a5c43a6f3f167ceb5a3ffa05f2e39d444d7,SA,SA,110,0,219
8.359,21957f36b485c6826e00be6904c0e30f06c915666b40b4f4e427f13bcc65ac4d,SA,SA,135,0,529
1.888,6826cbc47ba010255b32f4f10df9971a1839b2a90600fa0883e9ff879a153ddc,ET,ET,115,0,213
15.808,d74cc8b29d36c92008b6dc6b2e185ee654fa1696a7f0cf158f0f44cdbe476535,MW,ZA,215,0,926
1.876,0ab852a143fdb251ff0b8ea00e7461ad886f2be9aa0b64ca1e4a75181d2e3c3c,ET,ET,110,0,208
2.394,fb3aeee5e14d1938c1b94c72e8e026591e03f7dc80896f4330e074f37c85f6f1,ET,ET,135,0,314
12.134,4e0afa5fb902486c3965101a87b32dfc0ae21463fbcbd408877cbb5fc00b9c0d,ET,KE,205,0,723
17.452,b2748ee42875c20a12d7ee5849d4f4ca83dd257d22df5c0487abc878c33e524f,ET,KE,220,0,900
20.77,0327ca1dd2171ddf9ce3ac4782226b2501db4afe9a116a25ea1bc556ea58bced,IL,ET,300,0,1611
220.829,86ef026bee92cde2674b70e90ccf7b4a800d4b9545e0a178611f3a37b99c241b,HK,ET,1015,0,5037
63.966,02686ca4529fb79df682ca6829b5d0f44052663dd389b006b04158aecd729b49,ET,AE,415,0,1576
100.228,86aa65f0303e69f9d713ee1ce30d3ae26db5eff29671368db0bc92d408d70524,AE,TD,630,0,2788
212.632,91bf59b894e77c075ecac092b49536bf63f44f20397e64a07446bb8899ef17da,BE,CN,945,0,5123
11.343,4ed4eb2772387c13a4b3a970832433b57b9ddc088f24a96c8dd1320ca1dd5f6e,SO,ET,220,0,668
175.735,4832ebfc2f543d61ef4761cd04959721b175c733124e635b9976cfce32b42ac4,BE,AE,700,0,3208
33.96,48cc98b94e2e9c7a2682b24c624b3ff823cedb369c515abb4adadcb50f394b54,ET,AO,445,0,2148
32.668,2a6826bf52e99b548cea0b9a141316a93bbbdf122f5357053e2619b570764fa8,ET,CM,430,0,2025
45.321,d14752e29f348bde06b74612cf31adf3a7bcfd22c85be937a56849ea2e482f7a,BF,ET,600,0,2745
92.383,269f9d4fffb82b4ac2fdb33d6ca0d2dc86db406f59114776f0ab7d95958a3425,LB,ET,425,0,1729
30.342,6a3850783868244e0bda43d29ad090067eaf1b5ecb8f5dd1b8a984b6bfdbdcaf,LB,ET,435,0,1729
79.847,88b4454da21dc6569672fd99e36d4edd9b06847040368338b5c1d6d7012fa76f,BR,AR,255,0,1070
72.883,ef7ba6e733efa8e6815d224edeb4919efd09448bb11726692f1453c412a2ae60,ET,TG,530,0,2578
88.565,e7a2ca952f79a90f91f618ec9924b018e60907aaf8aee62ae2a962e4ce3cb15e,ET,IN,640,0,2829
90.626,1d21ad7c6bd79d35012ce11013b2cead0efc1ed40e28b5f085991e27b49a1d6e,IT,ET,540,0,2785
62.79,04cbfde44d6210cb6a8911e065396e44226bff9de1c08ac1d5bf6b65a0b2decb,ET,ZW,410,0,1932
29.238,73a2c65ebc959ba83a4384bd2ec022788d24241360a7f708dae4d3f25629b767,ET,ZW,435,0,2120
33.517,0b2d1c12d93395d7d9fa1a2f187ca1cc5b43e0243457b06d1fb9783d882b0678,NG,ET,455,0,2066
80.063,2b20c57fe02be97492a5999d4165e1b354576730fd0c9df5a91d8d3275d96602,ET,NG,440,0,2151
40.042,b666e42d2b117369784cd53e2bb4c10ef636cc0006fb8c2764d0aa48a795bcc4,CM,ET,430,0,2025
34.309,2535ef72f021c285bf46069b20d089d641c214b45bd8832404af3333b7d3d911,DE,ES,445,0,2015
31.903,2647158c962e3493364b3fe531a97cf54f5877c9a15ff883c4f03629eab3cf81,ES,DE,440,0,2015
33.564,06fb48f0c1e3a03ccf5dc253a1423d29eb53bf0cc88bfa3f055bc96bafc24be9,DE,ES,450,0,2012
32.797,10a11e43afe2167ccf9873a19b845bd2342fc5abe5173a793d5dfff135a76cae,ES,DE,440,0,2012
16.615,281e40fc5f9c8dbd31a49df2968e9d3836ce2e40e6686e5e082de74651791030,ES,DE,225,0,834
29.07,d04676b84dad6e1226fa685a0a28ba358e0ef54f6e4eeb19b647ea143de340bc,PT,DE,400,0,1749
17.397,f16601d6fc0383134c75b8b1f73fca19a26cfde8604eea526ea2a95d1cb68721,DE,TN,245,0,1012
35.363,88d61f32f3e5c3ce05f9c3b60227caabfa64436e76df01292fd4c739a689e2c9,DE,IQ,440,0,2096
40.632,76e40684ffec7e29da1fd62276de03a6256d7d583f56cd49cd3335cb5ef7e869,EG,DE,530,0,2182
487.519,758b46efa26b8f8ebbc87c910c364a3e4f32dc25018b4a614ff003d155f32e79,AE,US,1450,0,6855
104.864,5dbfb2c7c6de17a51e6c9c465883efe8e2c10fa694f8a12e647766e3a12a979a,ES,AE,640,0,3504
,db54264efe5e4a7e27871a5b83c40c366fe5fa3dc6ec814257103e8b66c3c874,DE,DE,202,0,117
85.467,3f128a50e5238c7be83ee6abde7998902b8407d9b5b26a56ff49e03e194f3596,DE,AE,545,0,2846
,bd397c2a98f3746e20e119a9e03bd3a48677ceb7f8e8fa060f62932aa5375bb2,DE,DE,105,0,95
,6aa10c2126f4a1b36326ebeba8bae4aa44d01bc147c1d0f5c9e4d1829e88eb28,GB,GB,23,0,34
,777885f4b0fedeb597b4ac5f18a6a092f7a2872b4e5cf3e234cd61480b8b93f6,GB,GB,25,0,34
34.412,74d81f79637e49f219424a6bf0f2b752bfd071c7180863c9387c38053ca59bd8,AE,TR,515,0,1850
103.033,f94b7fdcbee8c54f7e2b857bcad03f11aa0f8c8aec864997a02ee1160ce43a47,AE,CH,710,0,3061
,04ebad420df4579d98e8ecf30c6ecdbb8b88e7ff17580d226ce7d3b6ea50d17b,IT,IT,32,0,15
,96ac98b6531c184ede931069b77b744fa3b64c44758a67232cbcdc4317f2ab93,GB,GB,23,0,33
,8d6edefc5018dc559d9fd8bf126d4165a9a2ffb3c8b16b3aaec6b1ed302e7a90,GB,GB,220,0,75
,a471964ae0d275e043ace1ef835d05f4c6e9811c6b57009ac50376d168ccc6c1,GB,GB,125,0,26
25.758,c0777a752246bcbdff7f96eeedd6567ffcd1cad0e0a8bb16e55d0ba5bba13008,AE,IN,325,0,1415
57.754,bdef364b60dd9e062d409d7739e1cd247e510ddd9451c1ef82c88aa15779cd56,AE,IN,325,0,1415
34.238,e47ef978ce6b4d39ce0f7bd475250a59d0f84a3490aac868af15fdc3a134a558,AE,IN,425,0,2139
26.291,eb512b259523a5f5db63620f590d288a9e4e528285b0fea4bcc5bc7b4aaebd55,IN,AE,420,0,1692
160.061,11c63c88b0ebe7920e8b5626a8bdb42758bc54784993b0d9caed034f3c10e9ce,PT,BR,1025,0,4930
4.609,803730794fb2bbf21d4816c87b838a496bf17faf942161c33054d381e7e4995d,PT,PT,100,0,172
14.392,546b640858d155a589ac6db3e348257de4b8e6eda99a5ee82a45320d3350abe8,NL,IT,215,0,806
4.324,2e5e66bfda15efcb40b3260c6a2ef3cd0e9c578cdd9e372b78100dc077413c9d,IT,IT,100,0,195
